Nama,VGA,Processor,Penyimpanan,Ukuran Layar,RAM,Keyboard,Tipe Layar,Harga,0,1,2,3
ASUS VIVOBOOK PRO 15 M3500QC OLED955 AMD RYZEN 9 5900HX 16GB 512GB RTX3050-4GB 15.6 FHD WIN11HOME + OHS SILVER,NVIDIA RTX3050,AMD Ryzen 9,512GB,15 Inch,16GB,Standart Keyboard,Non Touchscreen,14399000,,,,
ASUS VIVOBOOK PRO 14X OLED N7401ZE OLEDS713 INTEL I5 12650H 16GB 1TB SSD RTX3050TI-4GB 14.0 2.8K OLED 120HZ 100DCIP3 WIN11HOME + OHS SILVER,NVIDIA RTX3050TI,Intel Core i5,1TB,14 Inch,16GB,Standart Keyboard,Non Touchscreen,22199000,,,,
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED713 AMD RYZEN 7 5800H 16GB 1TB SSD RTX3050TI-4GB 14″ 2.8K OLED WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,14 Inch,16GB,Standart Keyboard,Non Touchscreen,16799000,,,,
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED552 AMD RYZEN 5 5600H 8GB 512GB RTX3050TI-4GB 14.0 2.8K OLED 100DCIP3 WIN11HOME + OHS SILVER,NVIDIA RTX3050TI,AMD Ryzen 5,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,13999000,,,,
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED551 AMD RYZEN 5 5600H 8GB 512GB RTX3050TI-4GB 14.0 2.8K OLED 100DCIP3 WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,AMD Ryzen 5,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,13999000,,,,
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED551 AMD RYZEN 5 5600H 16GB 512GB RTX3050TI-4GB 14″ 2.8K OLED WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,AMD Ryzen 5,512GB,14 Inch,16GB,Standart Keyboard,Non Touchscreen,14999000,,,,
ASUS VIVOBOOK PRO 14 OLED M3401QC OLED758 AMD RYZEN 7 5800H 8GB 512GB RTX3050-4GB 14″ 2.8K OLED WIN11HOME + OHS BLUE,NVIDIA RTX3050,AMD Ryzen 7,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,13999000,,,,
ASUS VIVOBOOK PRO 14 OLED M3401QC OLED556 AMD RYZEN 5 5600H 8GB 512GB RTX3050-4GB 14″ 2.8K OLED WIN11HOME + OHS SILVER,NVIDIA RTX3050,AMD Ryzen 5,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,11999000,,,,
ASUS VIVOBOOK PRO 14 OLED M3401QC OLED555 AMD RYZEN 5 5600H 8GB 512GB RTX3050-4GB 14″ 2.8K OLED WIN11HOME + OHS BLUE,NVIDIA RTX3050,AMD Ryzen 5,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,11999000,,,,
ASUS VIVOBOOK 15 K513EQ INTEL I7 1165G7 8GB 512GB MX350-2GB 15.6 FHD OLED BL FP WIN10HOME INDIE BLACK,NVIDIA MX350,Intel Core i7,512GB,15 Inch,8GB,Backlit Keyboard,Non Touchscreen,10599000,,,,
ASUS VIVOBOOK 15 K513EQ INTEL I7 1165G7 16GB 512GB MX350-2GB 15.6 FHD OLED BL FP WIN10HOME INDIE BLACK,NVIDIA MX350,Intel Core i7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,10999000,,,,
ASUS VIVOBOOK 15 K513EQ INTEL I7 1165G7 16GB 1TB SSD MX350-2GB 15.6 FHD OLED BL FP WIN10HOME INDIE BLACK,NVIDIA MX350,Intel Core i7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,11699000,,,,
ASUS TUF FX506HC I535B6TO11 INTEL I5 11400H 8GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,12199000,,,,
ASUS TUF FX506HC I535B6TO11 INTEL I5 11400H 8GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,1TB,15 Inch,8GB,Standart Keyboard,Non Touchscreen,12999000,,,,
ASUS TUF FX506HC I535B6TO11 INTEL I5 11400H 16GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,12899000,,,,
ASUS TUF FX506HC I535B6TO11 INTEL I5 11400H 16GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i5,1TB,15 Inch,16GB,Standart Keyboard,Non Touchscreen,13499000,,,,
ASUS TUF F15 FX507ZV4 I746K6GO INTEL I7 12700H 16GB DDR5 512GB RTX4060-8GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS GREY,NVIDIA RTX4060,Intel Core i7,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,22999000,,,,
ASUS TUF F15 FX507ZV4 I746K6G-O INTEL I7 12700H 16GB DDR5 1TB SSD RTX4060-8GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS GREY,NVIDIA RTX4060,Intel Core i7,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,23599000,,,,
ASUS TUF F15 FX507ZU4 I745K6GO INTEL I7 12700H 16GB DDR5 512GB RTX4050-6GB 15.6 FHD IPS 144HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,21999000,,,,
ASUS TUF F15 FX507ZU4 I745K6GO INTEL I7 12700H 16GB DDR5 1TB SSD RTX4050-6GB 15.6 FHD IPS 144HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,22699000,,,,
ASUS TUF F15 FX507ZM I736B6GO INTEL I7 12700H 16GB DDR5 512GB RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3060,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18999000,,,,
ASUS TUF F15 FX507ZM I736B6GO INTEL I7 12700H 16GB DDR5 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19599000,,,,
ASUS TUF F15 FX507ZE I7R5B6GO INTEL I7 12700H 16GB DDR5 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,17499000,,,,
ASUS TUF F15 FX507ZE I7R5B6GO INTEL I7 12700H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18199000,,,,
ASUS TUF F15 FX507ZC I735B7GO INTEL I7 12700H 16GB DDR5 512GB RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16499000,,,,
ASUS TUF F15 FX507ZC I735B7GO INTEL I7 12700H 16GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16999000,,,,
ASUS TUF F15 FX507ZC I735B6GO INTEL I7 12700H 8GB DDR5 512GB RTX3050-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,15999000,,,,
ASUS TUF F15 FX507ZC I735B6GO INTEL I7 12700H 16GB DDR5 512GB RTX3050-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16599000,,,,
ASUS TUF F15 FX507VV4 I946K6G-O INTEL I7 13900H 16GB DDR5 512GB RTX4060-8GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS GREY,NVIDIA RTX4060,Intel Core i7,512GB,15 Inch,16GB,Backlit Keyboard,Non Touchscreen,25199000,,,,
ASUS TUF F15 FX507VV4 I946K6G-O INTEL I7 13900H 16GB DDR5 1TB SSD RTX4060-8GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS GREY,NVIDIA RTX4060,Intel Core i7,1TB,15 Inch,16GB,Backlit Keyboard,Non Touchscreen,25699000,,,,
ASUS TUF F15 FX507VU4 I945K6GO INTEL I9 13900H 16GB DDR5 512GB RTX4050-6GB 15.6 FHD IPS 144HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i9,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,22999000,,,,
ASUS TUF F15 FX507VU4 I945K6GO INTEL I9 13900H 16GB DDR5 1TB SSD RTX4050-6GB 15.6 FHD IPS 144HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,23699000,,,,
ASUS TUF F15 FX506LHB I565B6TO11 INTEL I5 10300H 8GB 512GB GTX1650-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA GTX1650,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,10199000,,,,
ASUS TUF F15 FX506LHB I565B6TO11 INTEL I5 10300H 16GB 512GB GTX1650-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA GTX1650,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,10499000,,,,
ASUS TUF F15 FX506HM I936B7GO i9 11900H 16GB 1TB SSD RTX3060 FHD 144HZ WIN10HOME + OHS GREY,NVIDIA RTX3060,Intel Core i9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,25499000,,,,
ASUS TUF F15 FX506HM I736B7TO11 INTEL I7 11800H 16GB 512GB RTX3060-6GB 15.6″ FHD 144HZ RGB 90W TGP95 WIN11HOME + OHS GREY,NVIDIA RTX3060,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,17599000,,,,
ASUS TUF F15 FX506HM I736B7TO11 INTEL I7 11800H 16GB 1TB SSD RTX3060-6GB 15.6″ FHD 144HZ RGB 90W TGP95 WIN11HOME + OHS GREY,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18299000,,,,
ASUS TUF F15 FX506HEB INTEL I5 11400H 32GB 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3050TI,Intel Core i5,512GB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,12599000,,,,
ASUS TUF F15 FX506HEB INTEL I5 11400H 32GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3050TI,Intel Core i5,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,13099000,,,,
ASUS TUF F15 FX506HEB INTEL I5 11400H 16GB 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3050TI,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,11899000,,,,
ASUS TUF F15 FX506HEB INTEL I5 11400H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME ECLIPSE GREY,NVIDIA RTX3050TI,Intel Core i5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,12399000,,,,
ASUS TUF F15 FX506HE I7R5B6TO11 INTEL I7 11800H 16GB 512GB RTX3050TI-4GB 15.6″ FHD 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16799000,,,,
ASUS TUF F15 FX506HE I7R5B6TO11 INTEL I7 11800H 16GB 1TB SSD RTX3050TI 15.6″ FHD 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,17499000,,,,
ASUS TUF F15 FX506HCB INTEL I5 11260H 8GB 512GB RTX3050-4GB 15.6 FHD IPS RGB WIN10HOME GRAPHITE BLACK,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,10999000,,,,
ASUS TUF F15 FX506HCB INTEL I5 11260H 8GB 1TB SSD RTX3050-4GB 15.6 FHD IPS RGB WIN10HOME GRAPHITE BLACK,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,11499000,,,,
ASUS TUF F15 FX506HCB INTEL I5 11260H 16GB 512GB RTX3050-4GB 15.6 FHD IPS RGB WIN10HOME GRAPHITE BLACK,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,11399000,,,,
ASUS TUF F15 FX506HCB INTEL I5 11260H 16GB 1TB RTX3050-4GB 15.6 FHD IPS RGB WIN10HOME GRAPHITE BLACK,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,11899000,,,,
ASUS TUF F15 FX506HCB I735B7T INTEL I7 11600H 8GB 512GB RTX3050-4GB 15.6″ FHD IPS 144HZ BL WIN11HOME + OHS GRAPHITE BLACK,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,15499000,,,,
ASUS TUF F15 FX506HCB I735B7T INTEL I7 11600H 16GB 512GB RTX3050-4GB 15.6″ FHD IPS 144HZ BL WIN11HOME + OHS GRAPHITE BLACK,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,15999000,,,,
ASUS TUF F15 FX506HCB I735B7T INTEL I7 11600H 16GB 1TB SSD RTX3050-4GB 15.6″ FHD IPS 144HZ BL WIN11HOME + OHS GRAPHITE BLACK,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,16699000,,,,
ASUS TUF F15 FX506HC INTEL I5 11260H 8GB 512GB RTX3050-4GB 15.6 FHD IPS RGB WIN10HOME BLACK,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,11499000,,,,
ASUS TUF F15 FX506HC INTEL I5 11260H 8GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME GREY,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,11199000,,,,
ASUS TUF F15 FX506HC INTEL I5 11260H 8GB 1TB SSD RTX3050-4GB 15.6 FHD IPS RGB WIN10HOME BLACK,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,11999000,,,,
ASUS TUF F15 FX506HC INTEL I5 11260H 16GB 512GB RTX3050-4GB 15.6 FHD IPS RGB WIN10HOME BLACK,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,11999000,,,,
ASUS TUF F15 FX506HC INTEL I5 11260H 16GB 1TB SSD RTX3050-4GB 15.6 FHD IPS RGB WIN10HOME BLACK,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,12399000,,,,
ASUS TUF F15 FX506HC I735B9TO11 INTEL I7 11800H 16GB 512GB RTX3050-4GB 15.6″ FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,15799000,,,,
ASUS TUF F15 FA506HM INTEL I7 11800H 16GB 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN10HOME GREY,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16499000,,,,
ASUS TUF F15 FA506HM INTEL I7 11800H 16GB 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN10HOME,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,15599000,,,,
ASUS TUF F15 FA506HM INTEL 11800H 32GB 2TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN10HOME,NVIDIA RTX3060,Intel Core i7,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,17199000,,,,
ASUS TUF F15 FA506HM INTEL 11800H 32GB 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN10HOME,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,16299000,,,,
ASUS TUF F15 FA506HM INTEL 11800H 16GB 2TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN10HOME,NVIDIA RTX3060,Intel Core i7,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16499000,,,,
ASUS TUF F15 FA506HEB INTEL I7 11800H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD 144HZ RGB WIN10HOME GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,15499000,,,,
ASUS TUF DASH F15 FX517ZR INTEL I7 12650H 32GB DDR5 1TB SSD RTX3070-8GB 15.6″ FHD IPS 144HZ BL WIN11HOME BLACK,NVIDIA RTX3070,Intel Core i7,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,22499000,,,,
ASUS TUF DASH F15 FX517ZM I736B7WO INTEL I7 12650H 16GB DDR5 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS WHITE,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18399000,,,,
ASUS TUF DASH F15 FX517ZM I736B7TO INTEL I7 12650H 16GB DDR5 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS GREY,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,18499000,,,,
ASUS TUF DASH F15 FX517ZE I7R5B7TO INTEL I7 12700H 16GB DDR5 512GB RTX3050TI-5GB 15.6″ FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,17999000,,,,
ASUS TUF DASH F15 FX517ZE I7R5B7TO INTEL I7 12650H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16999000,,,,
ASUS TUF DASH F15 FX517ZC I735B8TO INTEL I7 12650H 16GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS WHITE,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,15999000,,,,
ASUS TUF DASH F15 FX517ZC I535B6TO INTEL I7 12650H 16GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,15999000,,,,
ASUS TUF DASH F15 FX517ZC I535B6TO INTEL I5 12450H 8GB DDR5 512GB RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,14599000,,,,
ASUS TUF DASH F15 FX517ZC I535B6TO INTEL I5 12450H 16GB DDR5 512GB RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,15099000,,,,
ASUS TUF DASH F15 FX517ZC I535B6TO INTEL I5 12450H 16GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,15699000,,,,
ASUS TUF DASH F15 FX516PE INTEL I7 11370H 40GB 2TB SSD RTX3050TI-4GB 15.6 IPS 144HZ BL WIN10HOME ECLIPSE GREY,NVIDIA RTX3050TI,Intel Core i7,2TB,16 Inch,40GB,Backlit Keyboard,Non Touchscreen,15399000,,,,
ASUS TUF DASH F15 FX516PE INTEL I7 11370H 40GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN10HOME ECLIPSE GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,40GB,Backlit Keyboard,Non Touchscreen,14599000,,,,
ASUS TUF DASH F15 FX516PE INTEL I7 11370H 24GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN10HOME ECLIPSE GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,24GB,Backlit Keyboard,Non Touchscreen,13999000,,,,
ASUS TUF DASH F15 FX516PE INTEL I7 11370H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN10HOME ECLIPSE GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,13599000,,,,
ASUS TUF A16 FA617NS R7X2J6SO AMD RYZEN 7 7735HS 16GB DDR5 512GB RX7600S-8GB 16.0 FHD IPS 165HZ BL WIN11HOME + OHS GREY,NVIDIA RX7600S,AMD Ryzen 7,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,19899000,,,,
ASUS TUF A16 FA617NS R7X2J6SO AMD RYZEN 7 7735HS 16GB DDR5 1TB SSD RX7600S-8GB 16.0 FHD IPS 165HZ BL WIN11HOME + OHS GREY,NVIDIA RX7600S,AMD Ryzen 7,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,20599000,,,,
ASUS TUF A15 FA507XV R946K6GO AMD RYZEN 9 7940HS 16GB DDR5 512GB RTX4060-8GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS GREY,NVIDIA RTX4060,AMD Ryzen 9,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,24199000,,,,
ASUS TUF A15 FA507XI R947K6GO AMD RYZEN 9 7940HS 16GB DDR5 1TB SSD RTX4070-8GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS GREY,NVIDIA RTX4070,AMD Ryzen 9,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,25499000,,,,
ASUS TUF A15 FA507RM R736B6GO AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3060,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18499000,,,,
ASUS TUF A15 FA507RE R7R5B7GO AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16699000,,,,
ASUS TUF A15 FA507RE AMD RYZEN 7 6800H 8GB 512GB RTX3050TI-4GB 15.6″ FHD IPS 144HZ RGB WIN11HOME GREY,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,14199000,,,,
ASUS TUF A15 FA507RE AMD RYZEN 7 6800H 16GB 512GB RTX3050TI-4GB 15.6″ FHD IPS 144HZ RGB WIN11HOME GREY,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14999000,,,,
ASUS TUF A15 FA507RE AMD RYZEN 7 6800H 16GB 1TB SSD RTX3050TI-4GB 15.6″ FHD IPS 144HZ RGB WIN11HOME GREY,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14999000,,,,
ASUS TUF A15 FA507RC R7R5B6GO AMD RYZEN 7 6800H 8GB DDR5 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,15999000,,,,
ASUS TUF A15 FA507RC R7R5B6GO AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16499000,,,,
ASUS TUF A15 FA507RC R735B7GO AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14799000,,,,
ASUS TUF A15 FA506QM R936B6TO11 AMD RYZEN 9 5900HX 16GB 512GB RTX3060-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3060,AMD Ryzen 9,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,17899000,,,,
ASUS TUF A15 FA506QM R936B6TO11 AMD RYZEN 9 5900HX 16GB 1TB SSD RTX3060-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3060,AMD Ryzen 9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18499000,,,,
ASUS TUF A15 FA506QM R736B7T011 AMD RYZEN 7 5800H 16GB 512GB RTX3060-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3060,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,15099000,,,,
ASUS TUF A15 FA506QM R736B7T011 AMD RYZEN 7 5800H 16GB 1TB SSD RTX3060-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS GREY,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,15599000,,,,
ASUS TUF A15 FA506IHRB R565B6TO11 AMD RYZEN 5 4600H 8GB 512GB GTX1650-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA GTX1650,AMD Ryzen 5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,10199000,,,,
ASUS TUF A15 FA506IHRB R565B6TO11 AMD RYZEN 5 4600H 16GB 512GB GTX1650-4GB 15.6 FHD IPS 144HZ RGB WIN11HOME + OHS BLACK,NVIDIA GTX1650,AMD Ryzen 5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,10599000,,,,
